,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,SoldAge,RenovatedAge,city_rank
62,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,41,2014,10.0
63,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,0,2014,10.0
64,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,35,2014,10.0
65,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,89,2014,10.0
66,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,25,2014,3.0
67,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,9,2014,23.0
68,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,46,2014,22.0
69,1330000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,49,2014,3.0
70,1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,41,2014,3.0
71,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,43,2015,6.0
72,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,98,2014,10.0
73,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,9,2014,20.0
74,349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,50,2015,22.0
75,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,28,2014,4.0
76,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,58,2014,3.0
77,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,74,2015,10.0
78,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,58,2014,10.0
79,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,13,2015,18.0
80,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,11,2014,20.0
81,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,22,2014,20.0
82,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,66,2014,10.0
83,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,51,2015,19.0
84,315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,62,2014,10.0
85,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,89,2014,10.0
86,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,53,2014,23.0
87,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,8,2014,19.0
88,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,35,2014,19.0
89,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,8,2014,10.0
90,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,26,2014,24.0
91,1100000.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,14,2015,10.0
92,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,53,2015,24.0
93,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,75,2014,10.0
94,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,75,2014,10.0
95,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,68,23,2.0
96,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,48,2015,22.0
97,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,39,2014,24.0
98,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,34,2014,20.0
99,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,22,2014,16.0
100,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,104,2014,10.0
101,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,85,2014,10.0
102,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,31,2014,7.0
103,1090000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,64,4,3.0
104,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,60,2014,19.0
105,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,37,2015,19.0
106,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,75,2014,10.0
107,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,29,2014,10.0
108,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,24,2015,7.0
109,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,72,2014,5.0
110,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,30,2014,8.0
111,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,110,2015,10.0
112,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,34,2014,20.0
113,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,43,2014,10.0
114,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,13,2014,23.0
115,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,114,15,10.0
116,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,4,2014,10.0
117,205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,69,2014,10.0
118,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,65,2015,10.0
119,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,90,2015,10.0
120,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,51,2015,10.0
121,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,27,2014,6.0
122,395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,62,2015,10.0
123,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,90,2014,10.0
124,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,24,2014,5.0
125,1450000.0,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,101,23,3.0
126,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,47,2014,10.0
127,260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,36,2014,24.0
128,822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,88,2014,10.0
129,430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,11,2015,11.0
130,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,29,2015,23.0
131,660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,29,2015,8.0
132,784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,25,2014,5.0
133,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,0,2014,8.0
134,675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,10,2015,10.0
135,199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,58,2014,24.0
136,220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,46,2014,24.0
137,452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,46,2014,14.0
138,382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,33,2014,10.0
139,519950.0,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,0,2014,10.0
140,665000.0,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,89,2014,10.0
141,527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,46,2014,3.0
142,205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,53,2015,19.0
143,420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940,120,92,2015,10.0
144,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,54,2015,3.0
145,921500.0,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,20,2014,7.0
146,890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,109,2014,10.0
147,430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,7,2014,8.0
148,258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,54,2014,22.0
149,511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980,450,67,2014,10.0
150,532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,24,2014,10.0
151,560000.0,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,68,2015,10.0
152,282950.0,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,61,2015,24.0
153,2250000.0,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,9,2015,3.0
154,350000.0,1,1.0,700,5100,1.0,0,0,3,7,700,0,72,2014,10.0
155,215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,47,2014,19.0
156,650000.0,5,3.5,3960,25245,2.0,0,0,3,9,2500,1460,18,2014,19.0
157,320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,47,2014,24.0
158,247000.0,3,2.0,1270,7198,1.5,0,0,3,7,1270,0,98,1,21.0
159,320000.0,4,1.75,1760,11180,1.0,0,0,4,8,1760,0,46,2014,19.0
160,255000.0,5,2.25,2060,8632,1.0,0,0,3,7,1030,1030,52,2014,10.0
161,438000.0,3,1.75,1780,9660,1.0,0,0,3,7,1780,0,53,2015,6.0
162,900000.0,3,2.5,3400,16603,2.0,0,0,3,10,3400,0,15,2015,4.0
163,441000.0,3,2.75,1910,7280,1.0,0,0,3,7,1160,750,35,2014,6.0
164,420000.0,3,2.0,2020,38332,1.0,0,0,4,7,1010,1010,39,2014,8.0
165,370000.0,3,1.75,1580,7000,1.0,0,0,3,7,1180,400,38,2014,6.0
166,269950.0,2,1.75,1340,7250,1.0,0,0,5,5,700,640,66,2015,10.0
167,807100.0,4,2.5,2680,4499,2.0,0,0,3,9,2680,0,16,2015,3.0
168,653000.0,3,2.5,2680,9750,1.0,0,0,4,8,1610,1070,35,2014,6.0
169,371500.0,3,2.0,1370,8336,1.0,0,0,5,7,1370,0,50,2014,10.0
170,284000.0,3,1.75,1560,21000,1.0,0,0,3,7,1560,0,61,2015,10.0
171,272000.0,3,1.75,2160,7140,1.0,0,0,4,7,1670,490,37,2015,24.0
172,313000.0,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,59,2014,10.0
173,917500.0,4,2.5,3880,35003,2.0,0,0,3,10,2570,1310,31,2015,6.0
174,673000.0,4,2.25,2590,8190,2.0,0,0,4,8,2590,0,34,2014,3.0
175,425000.0,3,2.5,1120,1100,2.0,0,0,3,8,820,300,7,2015,10.0
176,399950.0,5,2.75,1970,5400,1.0,0,0,3,7,1320,650,28,2014,10.0
177,385000.0,3,1.0,1220,4800,1.0,0,0,3,6,1220,0,113,2014,10.0
178,269950.0,3,1.5,1950,7560,1.0,0,2,4,7,1320,630,39,2014,21.0
179,330000.0,2,1.0,1350,8220,1.0,0,0,3,7,1060,290,66,2015,10.0
180,260000.0,3,2.5,1670,5797,2.0,0,0,3,7,1670,0,26,2014,22.0
181,470000.0,4,3.0,2380,5125,1.5,0,0,4,7,1680,700,90,2015,10.0
182,589000.0,4,3.0,2440,9600,2.0,0,0,5,7,2440,0,53,2014,6.0
183,163500.0,2,1.5,1050,3419,2.0,0,0,3,7,1050,0,18,2014,20.0
184,835000.0,4,2.75,3130,13412,2.0,0,0,3,9,2140,990,21,2014,5.0
185,1100000.0,5,3.0,4090,12850,1.0,0,2,4,10,2090,2000,28,2014,6.0
186,269000.0,4,1.75,1490,10000,1.0,0,0,4,8,1100,390,46,2015,24.0
187,560000.0,3,2.5,1900,8744,2.0,0,0,3,8,1900,0,27,2014,4.0
188,615000.0,4,1.0,1330,2400,1.5,0,0,4,6,1330,0,114,2015,10.0
189,585188.0,3,2.25,2230,10026,1.0,0,0,3,8,1430,800,39,2014,5.0
190,305000.0,3,1.75,1650,9480,1.0,0,0,3,7,1220,430,37,2014,6.0
191,166950.0,3,1.0,1190,8820,1.0,0,0,3,6,1190,0,55,2014,19.0
192,799000.0,3,2.5,2140,9897,1.0,0,0,4,8,2140,0,55,2014,2.0
193,400000.0,3,2.5,2180,7508,1.0,0,0,4,7,1420,760,52,2014,10.0
194,230000.0,3,1.0,1060,10228,1.0,0,0,3,7,1060,0,66,2014,10.0
195,256883.0,3,2.5,1690,5025,2.0,0,0,3,8,1690,0,11,2014,24.0
196,423000.0,4,2.0,1970,6480,1.5,0,0,5,7,1130,840,94,2014,10.0
197,465000.0,3,2.5,2150,4084,2.0,0,0,3,8,2150,0,7,2014,10.0
198,440000.0,3,2.5,1910,66211,2.0,0,0,3,7,1910,0,18,2015,9.0
199,385000.0,3,1.75,1350,155073,1.0,0,0,4,7,1350,0,45,2014,20.0
200,210000.0,3,1.0,860,11725,1.0,0,0,4,6,860,0,72,2015,19.0
201,297000.0,3,2.5,1940,14952,2.0,0,0,3,8,1940,0,20,2014,22.0
202,470000.0,3,1.0,1010,5000,1.0,0,0,3,7,1010,0,62,2014,10.0
203,226500.0,3,1.5,1300,7370,1.0,0,0,4,7,900,400,38,2014,24.0
204,274250.0,3,1.0,910,8450,1.0,0,0,4,6,910,0,53,2015,19.0
205,840000.0,4,1.75,2480,11010,1.0,0,0,4,9,1630,850,48,2014,2.0
206,677900.0,3,2.5,2440,4587,2.0,0,0,3,8,2440,0,4,2014,5.0
207,425000.0,3,1.0,1010,5864,1.0,0,0,3,7,1010,0,100,2015,10.0
208,180250.0,2,0.75,900,9600,1.0,0,0,3,6,900,0,73,2014,10.0
209,464000.0,6,3.0,2300,3404,2.0,0,0,3,7,1600,700,94,20,10.0
210,320000.0,4,2.25,1550,7579,2.0,0,0,3,8,1550,0,22,2015,20.0
211,625504.0,3,2.25,1270,1566,2.0,0,0,3,8,1060,210,0,2014,10.0
212,592500.0,4,2.5,2240,12032,1.0,0,0,3,9,2240,0,31,2014,4.0
213,465000.0,3,2.5,2714,17936,2.0,0,0,3,9,2714,0,10,2015,23.0
214,477000.0,4,2.75,1720,6270,2.0,0,0,3,8,1720,0,36,2014,10.0
215,280000.0,2,1.0,850,16400,1.0,0,0,3,6,850,0,92,2015,10.0
216,1510000.0,5,3.0,3300,33474,1.0,0,3,3,9,1870,1430,58,24,2.0
217,445838.0,3,2.5,2250,5692,2.0,0,0,3,8,2250,0,14,2014,10.0
218,1070000.0,2,2.25,3900,14864,1.0,0,3,3,8,1950,1950,67,2014,10.0
219,467000.0,2,1.5,1320,10800,1.0,0,0,4,8,1320,0,67,2014,10.0
220,686000.0,4,2.5,2760,6440,2.0,0,0,3,10,2760,0,15,2014,4.0
221,279950.0,3,2.0,1750,9750,1.0,0,0,3,7,1350,400,53,2014,10.0
222,527000.0,4,2.25,2330,19436,2.0,0,0,3,8,2330,0,27,2014,12.0
223,325000.0,3,2.25,2220,16020,1.0,0,0,4,8,1780,440,48,2014,22.0
224,328000.0,3,2.25,2020,8379,2.0,0,0,3,7,2020,0,20,2014,20.0
225,390000.0,3,2.25,1250,7500,1.0,0,0,5,7,1250,0,72,2014,10.0
226,479950.0,2,2.0,1510,6516,1.0,0,0,3,8,1510,0,10,2015,5.0
227,264950.0,4,2.25,1720,9753,1.0,0,0,4,7,1120,600,36,2014,24.0
228,235000.0,3,1.0,1430,15246,1.0,0,0,4,7,980,450,54,2015,22.0
229,516500.0,3,2.5,1480,4729,2.0,0,0,3,7,1480,0,11,2015,5.0
230,655000.0,2,1.75,1450,15798,2.0,1,4,3,7,1230,220,100,37,10.0
231,500000.0,4,2.75,2280,15347,1.0,0,0,5,7,2280,0,54,2014,19.0
232,315000.0,6,2.75,2940,7350,1.0,0,0,3,8,1780,1160,36,2014,24.0
233,213000.0,2,1.0,1000,10200,1.0,0,0,3,6,1000,0,53,2014,9.0
234,475000.0,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,67,2014,10.0
235,1030000.0,5,4.0,3760,28040,2.0,0,0,3,10,3760,0,31,2014,6.0
236,416000.0,3,2.0,2220,94300,1.0,0,0,5,7,1640,580,39,2015,18.0
237,410000.0,4,1.0,1970,4740,1.5,0,0,3,7,1670,300,111,10,10.0
238,800000.0,3,3.5,3830,221284,2.0,0,0,3,10,3530,300,21,2014,7.0
239,472000.0,6,2.5,4410,14034,1.0,0,2,4,9,2350,2060,49,2014,24.0
240,225000.0,3,1.75,1430,8505,1.0,0,0,4,7,1430,0,46,2014,24.0
241,210000.0,2,1.0,830,6000,1.0,0,0,3,6,830,0,74,2014,10.0
242,455000.0,2,1.0,1430,5000,1.5,0,0,2,7,1430,0,90,2015,10.0
243,225000.0,3,1.0,1300,8316,1.0,0,0,4,6,1300,0,61,2015,23.0
244,480000.0,2,1.0,1030,3060,1.0,0,2,4,7,790,240,96,2014,10.0
245,363000.0,3,2.5,2740,11872,2.0,0,0,3,9,2740,0,25,2015,24.0
246,2400000.0,4,2.5,3650,8354,1.0,1,4,3,9,1830,1820,14,2014,4.0
247,181000.0,2,1.5,720,5120,1.0,0,0,3,6,720,0,61,2015,10.0
248,250000.0,4,2.0,2010,7312,1.0,0,0,4,7,2010,0,39,2015,23.0
249,481000.0,3,1.75,1560,3000,1.0,0,0,4,6,770,790,97,2015,10.0
250,260000.0,3,2.0,1810,7209,1.0,0,0,4,7,1240,570,36,2014,22.0
251,455000.0,4,2.5,3360,7685,2.0,0,0,3,9,3360,0,13,2014,19.0
252,415000.0,3,2.25,1510,36224,2.0,0,0,3,8,1510,0,24,2015,16.0
253,349500.0,3,1.0,1400,3538,1.0,0,0,3,7,800,600,62,2015,10.0
254,245000.0,3,2.5,1730,7442,2.0,0,0,3,7,1730,0,27,2014,22.0
255,592500.0,2,2.0,1420,9191,1.5,0,2,5,7,1420,0,86,2014,10.0
256,385000.0,4,1.75,2360,7620,1.0,0,0,4,7,1180,1180,59,2014,10.0
257,315000.0,3,1.75,1580,11455,1.0,0,0,4,7,1200,380,41,2015,19.0
258,255000.0,3,1.0,1230,10170,1.0,0,0,3,7,1230,0,35,2014,16.0
259,693000.0,4,2.5,2460,4425,2.0,0,0,3,8,2460,0,8,2014,5.0
260,780000.0,3,1.0,1660,4400,1.5,0,0,3,8,1460,200,103,2014,10.0
261,237000.0,3,1.75,1270,8470,1.0,0,0,4,7,1270,0,54,2014,10.0
262,525000.0,3,2.25,2100,40510,2.0,0,0,3,10,1320,780,35,2014,4.0
263,425000.0,2,1.0,770,5040,1.0,0,0,3,5,770,0,85,2015,10.0
264,369900.0,1,0.75,760,10079,1.0,1,4,5,5,760,0,78,2014,13.0
265,290000.0,4,2.5,1700,7280,2.0,0,0,4,7,1700,0,26,2014,22.0
266,285000.0,3,1.0,1120,10701,1.0,0,0,3,7,1120,0,60,2014,10.0
267,415000.0,2,1.0,1070,4500,1.0,0,0,3,7,1070,0,77,2014,10.0
268,272500.0,3,2.5,2070,9900,1.0,0,0,3,8,1420,650,36,2015,24.0
269,2900000.0,4,3.25,5050,20100,1.5,0,2,3,11,4750,300,33,7,3.0
270,1370000.0,4,4.75,5310,57346,2.0,0,0,4,11,5310,0,25,2014,7.0
271,436000.0,2,1.0,1040,7538,1.0,0,0,4,7,1040,0,76,2015,10.0
272,210000.0,3,1.0,1700,11390,1.0,0,0,4,7,1700,0,47,2014,24.0
273,236000.0,3,1.0,1300,5898,1.0,0,0,3,7,1300,0,53,2014,10.0
274,331000.0,3,1.75,1080,1306,1.0,0,0,3,7,580,500,60,11,10.0
275,365000.0,3,2.5,2653,4510,2.0,0,0,3,8,2653,0,9,2015,22.0
276,450000.0,3,2.0,2290,16258,1.0,0,0,5,8,2290,0,55,2015,19.0
277,770000.0,4,2.75,3820,26300,2.0,0,0,3,9,2850,970,0,2014,14.0
278,455000.0,4,2.5,2210,49375,1.0,0,0,3,8,2210,0,18,2015,20.0
279,405000.0,3,1.75,2390,6000,1.0,0,0,3,6,1240,1150,107,2015,10.0
280,304900.0,4,1.75,2600,11325,1.0,0,0,4,7,1610,990,45,2014,22.0
281,170000.0,2,1.0,860,5265,1.0,0,0,3,6,860,0,84,2015,10.0
282,2050000.0,5,3.0,3830,8480,2.0,0,1,5,9,2630,1200,110,21,10.0
283,780000.0,4,2.5,3500,7048,2.0,0,0,3,9,3500,0,9,2014,5.0
284,330000.0,3,3.0,2420,13959,1.0,0,0,4,8,1740,680,27,2015,14.0
285,370000.0,4,2.5,2720,8666,2.0,0,0,3,9,2720,0,22,2014,22.0
286,467000.0,5,2.25,2500,13500,1.0,0,0,3,7,1850,650,35,2014,7.0
287,405000.0,3,1.75,1670,6720,1.0,0,0,3,7,1140,530,35,2015,6.0
288,675000.0,5,2.25,2900,10300,1.0,0,0,3,8,1450,1450,29,2014,3.0
289,500000.0,2,1.0,1640,14100,1.0,0,0,4,7,1140,500,60,2014,3.0
290,389999.0,4,2.5,1890,15770,2.0,0,0,4,7,1890,0,46,2014,10.0
291,630000.0,4,1.75,2950,9025,1.0,0,2,4,8,1780,1170,40,2015,6.0
292,360000.0,4,2.5,2160,9528,2.0,0,0,3,9,2160,0,22,2014,23.0
293,580000.0,4,3.0,3280,11060,2.0,0,0,3,8,2270,1010,28,2014,19.0
294,550000.0,3,2.0,1970,4166,2.0,0,3,5,8,1270,700,85,2014,10.0
295,879000.0,4,2.5,3360,22111,2.0,0,0,3,10,3360,0,20,2014,4.0
296,265000.0,3,2.0,1320,8959,1.0,0,0,3,7,1320,0,21,2014,22.0
297,446500.0,3,2.5,2650,7286,2.0,0,0,3,8,2650,0,25,2015,19.0
298,404000.0,3,1.5,2030,8880,1.0,0,0,3,7,1330,700,51,2014,10.0
299,267500.0,3,1.75,1590,11914,1.0,0,2,3,7,1090,500,57,2014,10.0
300,3080000.0,4,5.0,4550,18641,1.0,1,4,3,10,2600,1950,12,2014,4.0
301,335000.0,3,2.5,2440,7632,2.0,0,0,3,8,2440,0,16,2014,24.0
302,576000.0,3,2.5,1940,9000,1.0,0,0,4,7,970,970,66,2014,10.0
303,208633.0,3,2.5,2040,3810,2.0,0,0,3,8,2040,0,9,2015,20.0
304,315000.0,3,2.25,2200,8750,1.0,0,0,4,7,1120,1080,51,2015,10.0
305,725000.0,3,1.75,1920,3300,1.0,0,0,4,8,960,960,102,2015,10.0
306,550000.0,4,2.75,1800,7750,1.0,0,0,4,8,1400,400,50,2015,10.0
307,610750.0,4,2.25,2180,7297,2.0,0,0,3,8,2180,0,30,2014,4.0
